828,方便，没有广告
829,great
830,Nice
831,good
832,Goid
833,不错，
834,还行
835,很好
836,超好用
837,好用
838,不错
839,最新版解决了快速滑动卡顿的bug，给力！要是再加上反向翻页的功能就好了，方便看日系漫画 ^ _ ^
840,唯一的缺点就是不能使用Google账号登录，望改进！
841,到底是良心软件，比某WPS好用多了。
842,：O 国家填中国就登录不上去了
843,Night mode is gorgeous for reading documents in dark environment.
844,横屏阅读模式真的很赞！要是也能支持doc、ppt格式就好了
845,每次收到打不开!!
846,非常捧的软件！！！
847,最好的PDF阅读器
848,非常实用！
849,Tremendously
850,Good
851,很简洁，PDF功能应有尽有。
852,poo
853,非常好用
854,不错
855,好好的
856,好用
857,很棒
858,祝早日倒闭
859,简单好用！
860,挺不错的！
861,好用
862,五星好评，这个东西查找速度完爆其他兼容PDF的客户端，原厂的产品优化真是爆表，500多页的文档3秒钟搜索完毕
863,非常好用的app，速度快。但是唯一的不足是没有文件分享（到QQ、微信）功能
864,不知道为什么，我有一个pdf文件加载速度巨慢，别的pdf阅览器都挺快的
865,免费，功能强大，比很多收费的app更好用！棒！
866,很方便但就是不能直接按分享给人比如whatsapp, Line 与其他
867,界面看上去很顺眼，清爽干净也没有烦人的广告，非常好！
868,不能直接通过软件把文档通过qq 发送
869,长按选中一个词后，弹出菜单能否横向显示？
870,很快很好不收费
871,好用!还保护隐私。
872,Good
873,Good
874,非常好用。
875,还行。
876,喜欢
877,长按无法选择文本 翻译很麻烦
878,不能适应手机
879,Good
880,很不错
881,阅读pdf文件，设置连续显示，上下滑动，页面滑动会卡顿
882,为什么新版本在滑动时会卡顿呢？
883,为什么这次的更新的描述是斯洛伐克语？
884,还是这个好用！
885,简洁方便应用。
886,快速滑动会卡顿1秒钟！！！！！！
887,存在乱码
888,一直在用的PDF阅读器，非常流畅，简洁
889,大家快来试试吧！
890,Very good
891,很不错的阅读器，老牌专业。
892,好！！
893,好用
894,好用
895,退出app后自动退出账户，重新打开要重新登录！望解决
896,界面简洁好看，希望切换文档更便捷。
897,Helpful! Easy to use!
898,good useful and easy
899,非常的方便快捷
900,Good
901,👍👍
902,好用
903,可以對PDF進行重排是最棒的！再也不怕字太小看不清了！能縮放，重新排版！pretty good！但是無法對掃描版切邊，margins！很遺憾！
904,比较人性化了 现在的阅读器比以前好用多了吧，至少比以前加载要快一点了。
905,繁体字文件由于字体不全，无法显示
906,还可以吧
907,好用 没广告，速度快，图片质量好，功能多
